note,auteur,avis,assureur,produit,type,date_publication,date_exp,avis_en,avis_cor,avis_cor_en,source_file,avis_clean,avis_clean_fr,avis_light,avis_cor_clean,avis_en_clean,avis_cor_en_clean
4,laurine-d-124768,"site très intuitif, au top
système très rapide, le prix est imbattable (pour les mêmes garanties je payais presque 900eur ...)
plus qu'à attendre d'être bien confirmée chez vous ",Direct Assurance,auto,train,2021-07-26,2021-07-01,"very intuitive site, at the top
Very fast system, the price is unbeatable (for the same guarantees I paid almost 900eur ...)
more than waiting to be well confirmed at home",site très intuitif au top système très rapide le prix est imbattable pour les mêmes garanties je payais presque 900eur ...) plus qu' attendre être bien confirmée chez vous,very intuitive site at the top very fast system the price is unbeatable for the same guarantees I paid almost 900eur...) more than wait to be confirmed with you,avis_1_traduit.xlsx,site très intuitif au top système très rapide le prix est imbattable pour les mêmes garanties je payais presque 900eur plus qu à attendre d être bien confirmée chez vous,site très intuitif au top système très rapide le prix est imbattable pour les mêmes garanties je payais presque 900eur plus qu à attendre d être bien confirmée chez vous,"site très intuitif, au top système très rapide, le prix est imbattable (pour les mêmes garanties je payais presque 900eur ...) plus qu'à attendre d'être bien confirmée chez vous",site très intuitif au top système très rapide le prix est imbattable pour les mêmes garanties je payais presque 900eur plus qu attendre être bien confirmée chez vous,very intuitive site at the top very fast system the price is unbeatable for the same guarantees i paid almost 900eur more than waiting to be well confirmed at home,very intuitive site at the top very fast system the price is unbeatable for the same guarantees i paid almost 900eur more than wait to be confirmed with you
1,anne-91527,"J attends depuis debut mai le dossier papier pour la prise en charge par cardiff
Chaque semaine leur reponse est nous l avons envoyé, donc pourquoi je ne le reçois pas, l adresse est bonne.
Je ne comprends pas",Cardif,credit,train,2020-06-19,2020-06-01,"I have been waiting since the start of May the paper file for care by Cardiff
Each week their answer is we sent it, so why I do not receive it, the address is good.
I don't understand",je attends depuis début mai le dossier papier pour la prise en charge par tardif Chaque semaine leur réponse est nous l avons envoyé donc pourquoi je ne le reçois pas l adresse est bonne Je ne comprends pas,I have been waiting since the beginning of May for the paper file for late pick-up. Every week their response is we sent it so why am I not receiving it the address is good I don't understand,avis_21_traduit.xlsx,j attends depuis debut mai le dossier papier pour la prise en charge par cardiff chaque semaine leur reponse est nous l avons envoyé donc pourquoi je ne le reçois pas l adresse est bonne je ne comprends pas,j attends depuis debut mai le dossier papier pour la prise en charge par cardiff chaque semaine leur reponse est nous l avons envoyé donc pourquoi je ne le reçois pas l adresse est bonne je ne comprends pas,"J attends depuis debut mai le dossier papier pour la prise en charge par cardiff Chaque semaine leur reponse est nous l avons envoyé, donc pourquoi je ne le reçois pas, l adresse est bonne. Je ne comprends pas",je attends depuis début mai le dossier papier pour la prise en charge par tardif chaque semaine leur réponse est nous l avons envoyé donc pourquoi je ne le reçois pas l adresse est bonne je ne comprends pas,i have been waiting since the start of may the paper file for care by cardiff each week their answer is we sent it so why i do not receive it the address is good i don t understand,i have been waiting since the beginning of may for the paper file for late pick up every week their response is we sent it so why am i not receiving it the address is good i don t understand
2,math6-78271,"Apres avoir souscrit a l olivier assurance auto et d avoir  coché qu il  applique la loi hammon je me suis rendu compte 2 mois apres que celle ci n'avais pas était appliquer j ai donc payer pendant 2 mois 2 assurance apres avoir appele l'olivier et qu il constste leurs erreur aucun geste commercial proposé encore moi de remboursement malgre plus de 200e payer a cause de leurs erreur bref une honte a tout les étages une organisation pitoyable et un sav du meme niveau ne vous assurer pas labas 


Le prix mais qui annonce la couleur de la piètre qualité de l organisation et du sav
",L'olivier Assurance,auto,train,2019-08-08,2019-08-01,"After having subscribed to the olive assurance car and to have checked that he applies the Hammon law I realized 2 months after it had not been applied I therefore pay for 2 months 2 insurance after calling the olive tree and that it constitutes their error no commercial gesture still offered me reimbursement despite more than 200th paying because of their brief error a shame in all floors a pitiful organization and a after -sales service of the same level do not ensure you labas


The price but which announces the color of the poor quality of the organization and the after -sales service
",après avoir souscrit a l olivier assurance auto et de avoir coché qu il applique la loi camion je me suis rendu compte 2 mois après que celle ci savais pas était appliquer je ai donc payer pendant 2 mois 2 assurance après avoir appelé olivier et qu il consiste leurs erreur aucun geste commercial proposé encore moi de remboursement malgré plus de 200e payer a cause de leurs erreur bref une honte a tout les étages une organisation pitoyable et un sa du même niveau ne vous assurer pas lamas Le prix mais qui annonce la couleur de la piètre qualité de l organisation et du sa,after having subscribed to the Olivier car insurance and having checked that it applies the truck law I realized 2 months later that this one did not know was to apply I therefore paid for 2 months 2 insurance after having called Olivier and that it consists of their error no commercial gesture proposed even me reimbursement despite more than 200e paying because of their error in short a shame on all the floors a pitiful organization and a sa of the same level do not assure you lamas The price but which announces the color of the poor quality of organization and service,avis_1_traduit.xlsx,apres avoir souscrit a l olivier assurance auto et d avoir coché qu il applique la loi hammon je me suis rendu compte 2 mois apres que celle ci n avais pas était appliquer j ai donc payer pendant 2 mois 2 assurance apres avoir appele l olivier et qu il constste leurs erreur aucun geste commercial proposé encore moi de remboursement malgre plus de 200e payer a cause de leurs erreur bref une honte a tout les étages une organisation pitoyable et un sav du meme niveau ne vous assurer pas labas le prix mais qui annonce la couleur de la piètre qualité de l organisation et du sav,apres avoir souscrit a l olivier assurance auto et d avoir coché qu il applique la loi hammon je me suis rendu compte 2 mois apres que celle ci n avais pas était appliquer j ai donc payer pendant 2 mois 2 assurance apres avoir appele l olivier et qu il constste leurs erreur aucun geste commercial proposé encore moi de remboursement malgre plus de 200e payer a cause de leurs erreur bref une honte a tout les étages une organisation pitoyable et un sav du meme niveau ne vous assurer pas labas le prix mais qui annonce la couleur de la piètre qualité de l organisation et du sav,Apres avoir souscrit a l olivier assurance auto et d avoir coché qu il applique la loi hammon je me suis rendu compte 2 mois apres que celle ci n'avais pas était appliquer j ai donc payer pendant 2 mois 2 assurance apres avoir appele l'olivier et qu il constste leurs erreur aucun geste commercial proposé encore moi de remboursement malgre plus de 200e payer a cause de leurs erreur bref une honte a tout les étages une organisation pitoyable et un sav du meme niveau ne vous assurer pas labas Le prix mais qui annonce la couleur de la piètre qualité de l organisation et du sav,après avoir souscrit a l olivier assurance auto et de avoir coché qu il applique la loi camion je me suis rendu compte 2 mois après que celle ci savais pas était appliquer je ai donc payer pendant 2 mois 2 assurance après avoir appelé olivier et qu il consiste leurs erreur aucun geste commercial proposé encore moi de remboursement malgré plus de 200e payer a cause de leurs erreur bref une honte a tout les étages une organisation pitoyable et un sa du même niveau ne vous assurer pas lamas le prix mais qui annonce la couleur de la piètre qualité de l organisation et du sa,after having subscribed to the olive assurance car and to have checked that he applies the hammon law i realized 2 months after it had not been applied i therefore pay for 2 months 2 insurance after calling the olive tree and that it constitutes their error no commercial gesture still offered me reimbursement despite more than 200th paying because of their brief error a shame in all floors a pitiful organization and a after sales service of the same level do not ensure you labas the price but which announces the color of the poor quality of the organization and the after sales service,after having subscribed to the olivier car insurance and having checked that it applies the truck law i realized 2 months later that this one did not know was to apply i therefore paid for 2 months 2 insurance after having called olivier and that it consists of their error no commercial gesture proposed even me reimbursement despite more than 200e paying because of their error in short a shame on all the floors a pitiful organization and a sa of the same level do not assure you lamas the price but which announces the color of the poor quality of organization and service
1,reine-89094,"Je ne suis pas du tout satisfaite. Pour avoir un remboursement il faut faire des pieds et des mains. Pour les frais d'optique ils nous envoi vers des partenaires pour ne pas payé, et finalement on se retrouve avec plus de 100€ de frais. ",Génération,sante,train,2020-04-23,2020-04-01,"I am not at all satisfied. To have a refund you have to make feet and hands. For optical costs they send us to partners so as not to pay, and finally we end up with more than 100 € in costs.",Je ne suis pas du tout satisfaite Pour avoir un remboursement il faut faire des pieds et des mains Pour les frais optique ils nous envoi vers des partenaires pour ne pas payé et finalement on se retrouve avec plus de 100€ de frais,I am not at all satisfied To get a refund you have to go out of your way For the optical costs they send us to partners so as not to pay and ultimately we end up with more than €100 in costs,avis_2_traduit.xlsx,je ne suis pas du tout satisfaite pour avoir un remboursement il faut faire des pieds et des mains pour les frais d optique ils nous envoi vers des partenaires pour ne pas payé et finalement on se retrouve avec plus de 100 de frais,je ne suis pas du tout satisfaite pour avoir un remboursement il faut faire des pieds et des mains pour les frais d optique ils nous envoi vers des partenaires pour ne pas payé et finalement on se retrouve avec plus de 100 de frais,"Je ne suis pas du tout satisfaite. Pour avoir un remboursement il faut faire des pieds et des mains. Pour les frais d'optique ils nous envoi vers des partenaires pour ne pas payé, et finalement on se retrouve avec plus de 100€ de frais.",je ne suis pas du tout satisfaite pour avoir un remboursement il faut faire des pieds et des mains pour les frais optique ils nous envoi vers des partenaires pour ne pas payé et finalement on se retrouve avec plus de 100 de frais,i am not at all satisfied to have a refund you have to make feet and hands for optical costs they send us to partners so as not to pay and finally we end up with more than 100 in costs,i am not at all satisfied to get a refund you have to go out of your way for the optical costs they send us to partners so as not to pay and ultimately we end up with more than 100 in costs
5,ingrid-b-111798,"Très satisfaite des services de DIRECT ASSURANCE. Grande facilité de souscription et de résiliation. Accueil téléphonique exceptionnel, aucune attente, réponses claires et précises, au top.
",Direct Assurance,auto,train,2021-04-27,2021-04-01,"Very satisfied with direct insurance services. Great ease of subscription and termination. Exceptional telephone reception, no expectations, clear and precise answers, at the top.
",Très satisfaite des services de DIRECT assurance Grande facilité de souscription et de résiliation Accueil téléphonique exceptionnel aucune attente réponses claires et précises au top,Very satisfied with the services of DIRECT insurance Great ease of subscription and cancellation Exceptional telephone reception no waiting clear and precise answers at the top,avis_23_traduit.xlsx,très satisfaite des services de direct assurance grande facilité de souscription et de résiliation accueil téléphonique exceptionnel aucune attente réponses claires et précises au top,très satisfaite des services de direct assurance grande facilité de souscription et de résiliation accueil téléphonique exceptionnel aucune attente réponses claires et précises au top,"Très satisfaite des services de DIRECT ASSURANCE. Grande facilité de souscription et de résiliation. Accueil téléphonique exceptionnel, aucune attente, réponses claires et précises, au top.",très satisfaite des services de direct assurance grande facilité de souscription et de résiliation accueil téléphonique exceptionnel aucune attente réponses claires et précises au top,very satisfied with direct insurance services great ease of subscription and termination exceptional telephone reception no expectations clear and precise answers at the top,very satisfied with the services of direct insurance great ease of subscription and cancellation exceptional telephone reception no waiting clear and precise answers at the top
5,yug54-130757,"Toujours à l'écoute de ses adhérents, la MGP a su constamment s'adapter à l'évolution de notre société et apporter les meilleures réponses en terme de la protection de la santé.",MGP,sante,train,2021-09-02,2021-09-01,"Always listening to its members, the MGP has constantly adapted to the evolution of our society and provide the best answers in terms of health protection.",Toujours à écoute de ses adhérents la mg a su constamment adapter à révolution de notre société et apporter les meilleures réponses en terme de la protection de la santé,"Always listening to its members, the mg has constantly adapted to the revolution in our society and provides the best answers in terms of health protection.",avis_9_traduit.xlsx,toujours à l écoute de ses adhérents la mgp a su constamment s adapter à l évolution de notre société et apporter les meilleures réponses en terme de la protection de la santé,toujours à l écoute de ses adhérents la mgp a su constamment s adapter à l évolution de notre société et apporter les meilleures réponses en terme de la protection de la santé,"Toujours à l'écoute de ses adhérents, la MGP a su constamment s'adapter à l'évolution de notre société et apporter les meilleures réponses en terme de la protection de la santé.",toujours à écoute de ses adhérents la mg a su constamment adapter à révolution de notre société et apporter les meilleures réponses en terme de la protection de la santé,always listening to its members the mgp has constantly adapted to the evolution of our society and provide the best answers in terms of health protection,always listening to its members the mg has constantly adapted to the revolution in our society and provides the best answers in terms of health protection
1,jpr-51384,"Malgré ma demande de radiation faite en bonne et due forme  il m'est impossible d'obtenir un certificat de radiation de la part de Cégéma, 
ils ont prélevé ma cotisation de janvier et après 10 coups de fils j'ai pu obtenir un courrier indiquant qu'ils allaient me rembourser en février.
",Cegema Assurances,sante,train,2017-01-17,2017-01-01,"Despite my request for radiation made in good and due form it is impossible for me to obtain a certificate of radiation from Cégéma,
They took my feature from January and after 10 strokes I was able to obtain a letter indicating that they were going to reimburse me in February.
","Malgré ma demande de radiation faite en bonne et due forme il est impossible obtenir un certificat de radiation de la part de Cégéma, ils ont prélevé ma cotisation de janvier et après 10 coups de fils ai pu obtenir un courrier indiquant quels allaient me rembourser en février","Despite my request for deregistration made in due form, it is impossible to obtain a certificate of deregistration from Cégéma, they deducted my January contribution and after 10 phone calls I was able to obtain a letter indicating that they were going to reimburse me in February",avis_23_traduit.xlsx,malgré ma demande de radiation faite en bonne et due forme il m est impossible d obtenir un certificat de radiation de la part de cégéma ils ont prélevé ma cotisation de janvier et après 10 coups de fils j ai pu obtenir un courrier indiquant qu ils allaient me rembourser en février,malgré ma demande de radiation faite en bonne et due forme il m est impossible d obtenir un certificat de radiation de la part de cégéma ils ont prélevé ma cotisation de janvier et après 10 coups de fils j ai pu obtenir un courrier indiquant qu ils allaient me rembourser en février,"Malgré ma demande de radiation faite en bonne et due forme il m'est impossible d'obtenir un certificat de radiation de la part de Cégéma, ils ont prélevé ma cotisation de janvier et après 10 coups de fils j'ai pu obtenir un courrier indiquant qu'ils allaient me rembourser en février.",malgré ma demande de radiation faite en bonne et due forme il est impossible obtenir un certificat de radiation de la part de cégéma ils ont prélevé ma cotisation de janvier et après 10 coups de fils ai pu obtenir un courrier indiquant quels allaient me rembourser en février,despite my request for radiation made in good and due form it is impossible for me to obtain a certificate of radiation from cégéma they took my feature from january and after 10 strokes i was able to obtain a letter indicating that they were going to reimburse me in february,despite my request for deregistration made in due form it is impossible to obtain a certificate of deregistration from cégéma they deducted my january contribution and after 10 phone calls i was able to obtain a letter indicating that they were going to reimburse me in february
3,tof84-138867,"Assurance compétitive niveau tarifs mais ça s'arrête là. 
Ne pas être presser le jour où vous avez un sinistre. 
Service relation clients à revoir.
3 mois passé sur un accident non responsable et toujours pas d'avancement dans le dossier. 

Conclusion une assurance ou tout va bien tant qu'on ne déclare pas de sinistre et une formation amabilité au sein du personnel serais pas du luxe ! ",AMV,moto,train,2021-11-03,2021-11-01,"Competitive insurance Level Prices but it stops there.
Do not be pressed the day you have a disaster.
Customer Relations Service to review.
3 months spent on a non -responsible accident and still no progress in the file.

Conclusion Insurance or everything is fine until you declare a claim and a friendship training within the staff would not be luxury!",Assurance compétitive niveau tarifs mais ça arrête là Ne pas être presser le jour où vous avez un sinistre Service relation clients à revoir 3 mois passé sur un accident non responsable et toujours pas avancement dans le dossier Conclusion une assurance ou tout va bien tant quoi ne déclare pas de sinistre et une formation amabilité au sein du personnel serais pas du luxe !,Competitive insurance in terms of prices but that's it. Don't be in a hurry the day you have a claim Customer relations service to review 3 months spent on a non-fault accident and still no progress in the file Conclusion insurance or everything is fine as long as you don't declare a claim and friendly training among the staff would not be a luxury!,avis_23_traduit.xlsx,assurance compétitive niveau tarifs mais ça s arrête là ne pas être presser le jour où vous avez un sinistre service relation clients à revoir 3 mois passé sur un accident non responsable et toujours pas d avancement dans le dossier conclusion une assurance ou tout va bien tant qu on ne déclare pas de sinistre et une formation amabilité au sein du personnel serais pas du luxe,assurance compétitive niveau tarifs mais ça s arrête là ne pas être presser le jour où vous avez un sinistre service relation clients à revoir 3 mois passé sur un accident non responsable et toujours pas d avancement dans le dossier conclusion une assurance ou tout va bien tant qu on ne déclare pas de sinistre et une formation amabilité au sein du personnel serais pas du luxe,Assurance compétitive niveau tarifs mais ça s'arrête là. Ne pas être presser le jour où vous avez un sinistre. Service relation clients à revoir. 3 mois passé sur un accident non responsable et toujours pas d'avancement dans le dossier. Conclusion une assurance ou tout va bien tant qu'on ne déclare pas de sinistre et une formation amabilité au sein du personnel serais pas du luxe !,assurance compétitive niveau tarifs mais ça arrête là ne pas être presser le jour où vous avez un sinistre service relation clients à revoir 3 mois passé sur un accident non responsable et toujours pas avancement dans le dossier conclusion une assurance ou tout va bien tant quoi ne déclare pas de sinistre et une formation amabilité au sein du personnel serais pas du luxe,competitive insurance level prices but it stops there do not be pressed the day you have a disaster customer relations service to review 3 months spent on a non responsible accident and still no progress in the file conclusion insurance or everything is fine until you declare a claim and a friendship training within the staff would not be luxury,competitive insurance in terms of prices but that s it don t be in a hurry the day you have a claim customer relations service to review 3 months spent on a non fault accident and still no progress in the file conclusion insurance or everything is fine as long as you don t declare a claim and friendly training among the staff would not be a luxury
4,fournier-g-127052, je suis très satisfait de mon contrat ainsi que de son suivi je recommanderai olivier assurance sans problème aussi bien pour la tarif que pour les conseils,L'olivier Assurance,auto,train,2021-08-08,2021-08-01, I am very satisfied with my contract as well as its follow -up I will recommend Olivier Insurance without problem for both the price and for the advice,je suis très satisfait de mon contrat ainsi que de son suivi je recommanderai olivier assurance sans problème aussi bien pour la tarif que pour les conseils,I am very satisfied with my contract as well as its follow-up I will recommend Olivier Assurance without problem both for the price and for the advice,avis_14_traduit.xlsx,je suis très satisfait de mon contrat ainsi que de son suivi je recommanderai olivier assurance sans problème aussi bien pour la tarif que pour les conseils,je suis très satisfait de mon contrat ainsi que de son suivi je recommanderai olivier assurance sans problème aussi bien pour la tarif que pour les conseils,je suis très satisfait de mon contrat ainsi que de son suivi je recommanderai olivier assurance sans problème aussi bien pour la tarif que pour les conseils,je suis très satisfait de mon contrat ainsi que de son suivi je recommanderai olivier assurance sans problème aussi bien pour la tarif que pour les conseils,i am very satisfied with my contract as well as its follow up i will recommend olivier insurance without problem for both the price and for the advice,i am very satisfied with my contract as well as its follow up i will recommend olivier assurance without problem both for the price and for the advice
3,johnmag-96520,"AXA Fleury Carentan have a preferred garage in Carentan, Garage Bourdet. By using that garage, all payments are made directly by AXA. 
My car, not 2 years old, was expensively damaged during very high winds in  December 2019. 
The incompetence of the repairers was such that it took until July 2020 for the car to be correctly repaired to original specifications.  I was not supported by AXA Fleury in my serious complaints about the original repair work done, a named manager and the repairs to the original repairs, redone again and again.
I am looking for another auto insurer and would not make a recommendation of the Garage Bourdet nor AXA Fleury for any extensive auto repair and the representation of the client in any complaint. ",AXA,auto,train,2020-08-20,2020-08-01,"Axa Fleury Carentan have a prefered garage in carentan, bourdet garage. By using that garage, all payments are made directly by axa.
My car, not 2 years old, was exisseively dammed during very high winds in December 2019.
The Incompence of the Raveirers was such that it tuok until juy 2020 for the car to be correctly winned to original specials. I was not supported by axa Fleury in my serious complains about the original repair work done, a named manager and the repair to the original repairs, redone again and again.
I AM LOOOKING FOR ANTHER Auto Insurer and WOULD NOT MAKE A RECOMMATION OF THE GARAGE BOURDET NOR AXA FLEURY FOR ANY EXTENSIVE AUTO REPOR AND THE REPRESENTATION OF THE CUSTOMER IN ANY Complaint.","AXA fleurs parental hâve a preferred garage un Carentan, Garage bourde y usine chat garage allé payements are mode direct y axa me car ont 2 leurs solde pas expensively damage durant vers hier pieds un décembre 2019. te incompétence on thé repaires pas suce chat et tout gentil jury 2020 for thé car tu de correct repaire tu original spécifications a pas ont supporter y AXA fleurs un me serions complainte bout thé original repaire mort donc a dame manager and thé repars tu thé original repars redonne gain and gains a a looping for noter auto insérer and voulu ont mate a recommandation on thé Garage bourde non AXA fleurs for ans extensive auto repaire and thé représentation on thé client un ans complainte","AXA flowers parental have a preferred garage a Carentan, Garage blunders y factory cat garage went payments are direct mode y axa me because have 2 their balance not expensively damage during towards yesterday feet a December 2019. you incompetence on tea lairs not sucks cat and all nice jury 2020 for tea because you of correct lair you original specifications has not have to support y AXA flowers a me would complain about tea original lair death therefore a lady manager and tea go back you tea original go back give back gain and gains a looping to note auto insert and wanted to have mate a recommendation on tea Garage blunder no AXA flowers for years extensive auto repair and tea representation on tea client one year complaint",avis_18_traduit.xlsx,axa fleury carentan have a preferred garage in carentan garage bourdet by using that garage all payments are made directly by axa my car not 2 years old was expensively damaged during very high winds in december 2019 the incompetence of the repairers was such that it took until july 2020 for the car to be correctly repaired to original specifications i was not supported by axa fleury in my serious complaints about the original repair work done a named manager and the repairs to the original repairs redone again and again i am looking for another auto insurer and would not make a recommendation of the garage bourdet nor axa fleury for any extensive auto repair and the representation of the client in any complaint,axa fleury carentan have a preferred garage in carentan garage bourdet by using that garage all payments are made directly by axa my car not 2 years old was expensively damaged during very high winds in december 2019 the incompetence of the repairers was such that it took until july 2020 for the car to be correctly repaired to original specifications i was not supported by axa fleury in my serious complaints about the original repair work done a named manager and the repairs to the original repairs redone again and again i am looking for another auto insurer and would not make a recommendation of the garage bourdet nor axa fleury for any extensive auto repair and the representation of the client in any complaint,"AXA Fleury Carentan have a preferred garage in Carentan, Garage Bourdet. By using that garage, all payments are made directly by AXA. My car, not 2 years old, was expensively damaged during very high winds in December 2019. The incompetence of the repairers was such that it took until July 2020 for the car to be correctly repaired to original specifications. I was not supported by AXA Fleury in my serious complaints about the original repair work done, a named manager and the repairs to the original repairs, redone again and again. I am looking for another auto insurer and would not make a recommendation of the Garage Bourdet nor AXA Fleury for any extensive auto repair and the representation of the client in any complaint.",axa fleurs parental hâve a preferred garage un carentan garage bourde y usine chat garage allé payements are mode direct y axa me car ont 2 leurs solde pas expensively damage durant vers hier pieds un décembre 2019 te incompétence on thé repaires pas suce chat et tout gentil jury 2020 for thé car tu de correct repaire tu original spécifications a pas ont supporter y axa fleurs un me serions complainte bout thé original repaire mort donc a dame manager and thé repars tu thé original repars redonne gain and gains a a looping for noter auto insérer and voulu ont mate a recommandation on thé garage bourde non axa fleurs for ans extensive auto repaire and thé représentation on thé client un ans complainte,axa fleury carentan have a prefered garage in carentan bourdet garage by using that garage all payments are made directly by axa my car not 2 years old was exisseively dammed during very high winds in december 2019 the incompence of the raveirers was such that it tuok until juy 2020 for the car to be correctly winned to original specials i was not supported by axa fleury in my serious complains about the original repair work done a named manager and the repair to the original repairs redone again and again i am loooking for anther auto insurer and would not make a recommation of the garage bourdet nor axa fleury for any extensive auto repor and the representation of the customer in any complaint,axa flowers parental have a preferred garage a carentan garage blunders y factory cat garage went payments are direct mode y axa me because have 2 their balance not expensively damage during towards yesterday feet a december 2019 you incompetence on tea lairs not sucks cat and all nice jury 2020 for tea because you of correct lair you original specifications has not have to support y axa flowers a me would complain about tea original lair death therefore a lady manager and tea go back you tea original go back give back gain and gains a looping to note auto insert and wanted to have mate a recommendation on tea garage blunder no axa flowers for years extensive auto repair and tea representation on tea client one year complaint
4,s-audrey--102833,"Super Allianz ! Assureur au top .très pro perso j’ai vraiment toutes mes assurances chez eux ! rien à dire au top ?? des assurances très personnalisées 
Un suivi maximum le moindre besoin très présent . Je recommande +++++++++++++++++",Allianz,habitation,train,2021-01-18,2021-01-01,Loading...,Super alliant ! Assureur au top très pré perse ai vraiment toutes mes assurances chez eux ! rien à dire au top de des assurances très personnalisées Un suivi maximum le moindre besoin très présent . Je recommande +++++++++++++++++,"Great combination! Top insurer, very pre-Persian, I really have all my insurance with them! nothing to say at the top of very personalized insurance Maximum monitoring the slightest need very present. I recommend +++++++++++++++++",avis_14_traduit.xlsx,super allianz assureur au top très pro perso j ai vraiment toutes mes assurances chez eux rien à dire au top des assurances très personnalisées un suivi maximum le moindre besoin très présent je recommande,super allianz assureur au top très pro perso j ai vraiment toutes mes assurances chez eux rien à dire au top des assurances très personnalisées un suivi maximum le moindre besoin très présent je recommande,Super Allianz ! Assureur au top .très pro perso j’ai vraiment toutes mes assurances chez eux ! rien à dire au top ?? des assurances très personnalisées Un suivi maximum le moindre besoin très présent . Je recommande +++++++++++++++++,super alliant assureur au top très pré perse ai vraiment toutes mes assurances chez eux rien à dire au top de des assurances très personnalisées un suivi maximum le moindre besoin très présent je recommande,loading,great combination top insurer very pre persian i really have all my insurance with them nothing to say at the top of very personalized insurance maximum monitoring the slightest need very present i recommend
4,samuel-w-106783,"je suis satisfait du service, prix convenable, service client patient et a l 'écoute, accès facile,  nouveau donc un avis plus légitime se fera par la suite",Direct Assurance,auto,train,2021-03-16,2021-03-01,"I am satisfied with the service, suitable price, patient customer service and listening, easy access, new so a more legitimate opinion will be done afterwards",je suis satisfait du service prix convenable service client patient et a l écoute accès facile nouveau donc un avis plus légitime se fera par la suite,"I am satisfied with the service, suitable price, patient and attentive customer service, easy access, new, so a more legitimate opinion will be given later.",avis_3_traduit.xlsx,je suis satisfait du service prix convenable service client patient et a l écoute accès facile nouveau donc un avis plus légitime se fera par la suite,je suis satisfait du service prix convenable service client patient et a l écoute accès facile nouveau donc un avis plus légitime se fera par la suite,"je suis satisfait du service, prix convenable, service client patient et a l 'écoute, accès facile, nouveau donc un avis plus légitime se fera par la suite",je suis satisfait du service prix convenable service client patient et a l écoute accès facile nouveau donc un avis plus légitime se fera par la suite,i am satisfied with the service suitable price patient customer service and listening easy access new so a more legitimate opinion will be done afterwards,i am satisfied with the service suitable price patient and attentive customer service easy access new so a more legitimate opinion will be given later
3,juju-66842,"Expérience très courte et très décevante. Ne faites pas mon erreur et fuyez! J'ai commencé les démarches auprès de cette assurance dans le but de faire des économies.
J'ai payé plusieurs mois puis impossible d'avoir un contrat. Ayant plusieurs centaines d'euros d'engagées, je fais un dossier de fraude auprès de ma banque pour bien non rendu.",Active Assurances,auto,train,2018-09-14,2018-09-01,"Very short and very disappointing experience. Don't make my mistake and run away! I started steps with this insurance in order to save money.
I paid for several months then impossible to have a contract. Having several hundred euros of engaged, I make a fraud file with my bank not to make.","Expérience très courte et très décevante Ne faites pas mon erreur et fuyez ai commencé les démarches auprès de cette assurance dans le but de faire des économies ai payé plusieurs mois puis impossible avoir un contrat Ayant plusieurs centaines euros d'engagées, je fais un dossier de fraude auprès de ma banque pour bien non rendu","Very short and very disappointing experience Do not make my mistake and run away I started the procedures with this insurance in order to save money I paid for several months then impossible to have a contract Having several hundred euros committed, I file a fraud file with my bank for unreturned goods",avis_1_traduit.xlsx,expérience très courte et très décevante ne faites pas mon erreur et fuyez j ai commencé les démarches auprès de cette assurance dans le but de faire des économies j ai payé plusieurs mois puis impossible d avoir un contrat ayant plusieurs centaines d euros d engagées je fais un dossier de fraude auprès de ma banque pour bien non rendu,expérience très courte et très décevante ne faites pas mon erreur et fuyez j ai commencé les démarches auprès de cette assurance dans le but de faire des économies j ai payé plusieurs mois puis impossible d avoir un contrat ayant plusieurs centaines d euros d engagées je fais un dossier de fraude auprès de ma banque pour bien non rendu,"Expérience très courte et très décevante. Ne faites pas mon erreur et fuyez! J'ai commencé les démarches auprès de cette assurance dans le but de faire des économies. J'ai payé plusieurs mois puis impossible d'avoir un contrat. Ayant plusieurs centaines d'euros d'engagées, je fais un dossier de fraude auprès de ma banque pour bien non rendu.",expérience très courte et très décevante ne faites pas mon erreur et fuyez ai commencé les démarches auprès de cette assurance dans le but de faire des économies ai payé plusieurs mois puis impossible avoir un contrat ayant plusieurs centaines euros d engagées je fais un dossier de fraude auprès de ma banque pour bien non rendu,very short and very disappointing experience don t make my mistake and run away i started steps with this insurance in order to save money i paid for several months then impossible to have a contract having several hundred euros of engaged i make a fraud file with my bank not to make,very short and very disappointing experience do not make my mistake and run away i started the procedures with this insurance in order to save money i paid for several months then impossible to have a contract having several hundred euros committed i file a fraud file with my bank for unreturned goods
